Water Level,Moisture Percentage,Light Intensity,Temperature,Humidity,Cluster
713,28.45,999,27,87,2
693,45.85,108,26,78,1
663,44.1,72,24,72,1
610,31.61,67,24,69,1
756,35.78,814,25,74,0
453,37.15,220,27,69,1
475,40.68,380,28,71,1
734,36.85,822,25,74,0
754,35.09,823,25,75,0
765,33.33,820,25,76,0
705,36.85,978,26,68,0
310,30.39,197,29,90,2
655,49.17,96,26,75,1
771,34.21,816,25,74,0
743,38.22,647,25,74,0
776,33.24,821,25,75,0
630,51.22,65,26,74,1
767,35.29,818,24,74,0
623,38.81,771,27,90,2
705,45.55,99,25,74,1
773,30.21,818,25,78,0
761,35.29,815,25,74,0
658,49.17,59,26,76,1
377,38.65,45,28,71,1
309,72.24,40,29,69,1
615,52.2,62,26,75,1
601,39.98,802,27,90,2
773,33.72,821,24,75,0
658,32.75,996,27,89,2
783,34.41,818,24,73,0
680,31.77,1000,27,84,2
724,43.79,362,24,82,0
775,33.53,815,25,74,0
318,72.24,39,28,74,1
705,45.65,97,25,74,1
724,33.92,978,26,70,0
750,36.36,736,25,75,0
711,34.31,978,26,71,0
723,44.48,119,25,73,1
726,43.79,172,25,73,1
780,36.66,815,24,70,0
566,38.48,259,24,70,1
702,42.72,978,25,64,0
779,32.75,821,25,76,0
746,36.56,822,25,74,0
715,33.24,978,26,72,0
664,32.45,998,27,87,2
713,34.51,978,26,71,0
748,35.68,817,25,74,0
370,35.36,283,29,88,1
716,29.33,1000,27,82,2
737,38.81,611,25,74,0
695,30.01,998,27,87,2
719,43.79,813,23,64,0
782,32.84,817,25,76,0
671,48.39,56,26,75,1
440,42.12,460,27,76,1
777,37.93,818,24,68,0
350,42.65,308,27,65,1
751,35.19,818,25,74,0
761,33.82,823,25,75,0
725,43.7,194,25,73,1
549,31.84,157,29,82,1
706,29.13,999,27,87,2
718,28.45,999,27,84,2
689,46.24,107,26,77,1
722,31.09,977,26,76,0
749,35.19,817,25,76,0
743,29.13,977,26,77,2
777,33.14,818,25,75,0
704,29.23,986,27,89,2
753,40.27,819,24,68,0
698,38.51,978,25,67,0
760,34.9,819,25,74,0
751,41.84,198,25,73,1
736,43.11,164,25,73,1
733,41.15,446,25,74,0
637,50.73,74,26,75,1
655,49.17,97,26,75,1
703,43.4,978,25,64,0
719,35.92,50,29,68,1
781,32.75,817,25,76,0
561,35.26,172,24,81,1
715,35.78,978,26,69,0
699,46.14,106,25,75,1
782,33.24,815,25,75,0
723,27.76,999,27,88,2
662,32.55,998,27,87,2
756,41.15,820,23,65,0
712,44.18,251,25,73,1
773,34.6,821,25,73,0
769,29.81,818,25,79,0
753,41.64,207,25,73,1
701,29.72,999,27,86,2
605,35.36,453,29,67,1
349,40.89,191,29,75,1
599,37.63,1000,27,84,2
760,34.51,820,25,75,0
696,46.04,108,26,76,1
697,44.38,978,24,64,0
770,33.82,817,25,76,0
757,35.09,824,25,74,0
771,34.51,817,25,74,0
702,30.11,1000,27,83,2
775,33.63,821,25,76,0
609,52.49,61,26,75,1
774,33.72,818,25,74,0
528,34.7,161,27,75,1
759,35.97,824,25,73,0
721,32.26,977,26,73,0
731,43.3,182,25,73,1
500,41.53,331,28,73,1
743,36.27,818,25,74,0
614,32.05,108,24,67,0
717,44.87,99,25,73,1
729,33.82,978,26,69,0
662,48.58,101,26,76,1
762,34.8,817,25,74,0
706,31.28,977,26,79,2
701,34.44,51,29,68,1
493,42.87,248,28,67,1
698,39,978,25,67,0
682,31.09,999,27,87,2
719,35.09,978,26,69,0
723,29.81,977,26,79,2
683,47.41,54,26,76,1
514,44.07,301,27,79,1
625,51.71,62,26,75,1
684,31.28,1000,27,86,2
629,51.52,63,26,74,1
719,44.87,101,25,73,1
696,46.24,107,25,75,1
749,35.29,821,25,75,0
626,51.52,63,26,74,1
744,41.74,816,23,65,0
737,40.86,460,25,74,0
755,36.75,818,25,73,0
786,37.15,816,24,69,0
678,47.41,104,26,75,1
778,33.24,820,25,76,0
784,34.31,816,24,74,0
780,33.04,815,25,76,0
478,32.08,385,24,85,1
453,36.22,243,29,69,1
530,43.98,62,24,70,1
666,32.16,998,27,89,2
740,36.56,819,25,74,0
706,29.03,998,27,89,2
762,35.89,391,28,70,1
711,44.38,54,26,77,1
694,32.06,977,26,79,2
529,41.65,372,26,68,1
781,30.3,816,25,79,0
619,52,66,26,75,1
773,33.14,822,25,74,0
723,42.82,328,25,74,1
730,42.33,303,25,74,1
783,38.51,818,24,67,0
459,38.97,285,25,81,1
630,51.32,65,26,75,1
727,43.7,173,25,73,1
783,36.07,815,24,71,0
776,32.65,823,25,76,0
728,43.4,817,23,63,0
749,44.93,48,28,76,1
339,70.77,39,30,67,1
702,30.01,950,27,89,2
745,36.46,825,25,74,0
643,50.05,83,26,76,1
683,30.89,998,27,88,2
577,40.41,404,29,87,2
658,32.84,999,27,87,2
666,32.16,998,27,89,2
674,48.09,56,26,76,1
575,42.7,364,24,80,1
639,50.54,67,26,76,1
719,44.87,102,25,74,1
580,40.41,249,28,73,1
740,26.59,999,27,86,2
629,42.52,329,27,86,1
379,40.23,429,27,68,1
713,30.89,977,26,78,2
667,48.19,102,26,76,1
579,36.75,245,28,85,1
722,38.81,822,25,73,0
725,39.1,818,25,72,0
760,34.51,815,24,76,0
301,38.91,252,27,82,1
777,32.75,822,25,76,0
777,33.53,820,24,77,0
719,43.89,814,23,63,0
706,45.65,100,25,74,1
683,30.99,998,27,87,2
781,31.79,289,28,82,2
738,26.78,999,27,86,2
770,33.53,818,25,76,0
746,37.93,821,25,72,0
713,45.26,49,26,75,1
725,33.91,184,29,78,2
724,30.11,976,26,77,2
694,30.11,999,27,87,2
356,31.07,488,27,67,1
780,36.27,818,24,71,0
738,37.54,690,25,75,0
752,35.29,817,25,74,0
711,44.09,55,26,76,1
658,32.84,999,27,87,2
561,41.04,412,27,73,1
614,35.78,998,27,89,2
736,38.91,824,25,71,0
745,36.95,679,25,75,0
723,35.09,978,26,69,0
692,31.28,906,27,90,2
763,35.87,824,25,73,0
735,26.98,999,27,85,2
705,29.91,1000,27,84,2
711,28.74,998,27,88,2
614,32.05,108,24,67,0
728,32.84,978,26,72,0
697,31.38,977,26,81,2
757,36.85,823,25,71,0
704,29.23,997,27,88,2
503,34.22,105,27,65,1
775,33.43,816,25,75,0
668,48.09,104,26,76,1
653,49.27,95,26,76,1
744,26.3,999,27,86,2
428,38.98,460,28,75,1
729,33.82,978,26,70,0
608,52.69,61,26,75,1
738,36.07,823,25,74,0
713,35.87,978,26,69,0
697,31.57,861,27,90,2
460,34.45,53,25,84,1
700,31.87,977,26,78,2
753,35.39,817,25,74,0
689,46.43,103,26,75,1
711,45.45,49,26,74,1
723,27.66,998,27,88,2
703,35.68,978,26,70,0
713,44.97,50,26,75,1
770,33.92,815,24,76,0
689,46.53,104,26,75,1
315,34.28,264,24,82,1
726,42.82,297,25,73,1
747,35.78,818,25,74,0
677,32.36,1000,27,82,2
761,35.09,819,25,74,0
701,44.97,55,26,77,1
623,51.71,63,26,74,1
743,36.56,752,25,75,0
787,38.81,821,24,66,0
786,37.44,821,24,68,0
672,31.77,999,27,88,2
715,35.97,978,26,69,0
679,47.61,55,26,76,1
740,36.36,816,25,74,0
680,39.11,292,26,69,1
670,32.94,1000,27,82,2
723,44.48,119,25,73,1
749,41.74,815,23,65,0
642,34.41,999,27,86,2
779,30.5,815,25,78,0
638,50.64,67,26,76,1
690,30.3,994,27,89,2
703,41.74,978,25,65,0
737,42.23,815,23,65,0
745,37.44,820,25,72,0
748,34.7,823,25,75,0
773,35.29,819,24,74,0
673,38.58,314,26,78,1
739,42.82,178,25,73,1
679,31.28,998,27,87,2
772,35,819,24,75,0
752,35.78,816,25,74,0
653,49.27,63,26,76,1
705,30.21,1000,27,82,2
724,43.5,233,25,73,1
710,45.55,48,26,76,1
700,31.38,977,26,80,2
770,33.53,822,25,74,0
754,34.8,819,25,75,0
724,41.94,978,24,64,0
714,44.97,50,26,75,1
300,34.97,151,29,81,1
739,29.81,977,26,76,0
701,29.33,997,27,88,2
739,29.62,977,26,76,0
350,42.65,308,27,65,1
497,34.48,498,28,73,1
784,36.56,818,24,70,0
759,36.95,822,25,72,0
761,34.8,819,25,74,0
695,39.39,978,25,66,0
707,45.55,97,25,74,1
669,40.17,395,25,88,1
659,32.75,997,27,89,2
684,32.36,980,26,81,2
491,33.29,219,27,68,1
706,29.13,999,27,87,2
610,52.39,61,26,75,1
736,30.11,977,26,75,0
605,52.79,67,26,77,1
369,39.77,237,29,89,1
671,32.55,1000,27,84,2
777,33.63,822,25,74,0
682,31.67,1000,27,84,2
718,28.05,999,27,88,2
760,34.7,803,25,75,0
728,40.96,516,25,74,0
653,49.56,64,26,77,1
750,35.87,816,25,74,0
779,33.51,274,27,81,2
727,38.03,823,25,73,0
359,30.32,225,24,80,1
720,35.29,978,26,69,0
612,52.39,61,26,76,1
783,36.17,820,24,71,0
608,41.1,159,29,77,1
722,35.48,156,28,77,1
705,29.62,1000,27,84,2
389,67.25,43,26,75,1
707,44.97,813,23,63,0
697,46.04,107,25,75,1
728,31.38,978,26,74,0
753,35.19,795,25,75,0
525,44.88,403,25,74,1
624,51.71,63,26,75,1
368,30.66,45,26,65,1
771,33.43,822,25,75,0
737,26.88,999,27,86,2
723,44.28,130,25,73,1
699,29.62,997,27,88,2
749,35.29,816,25,75,0
757,34.9,823,25,74,0
751,36.36,750,25,75,0
575,42.7,364,24,80,1
713,33.53,978,26,73,0
719,30.4,977,26,78,2
697,44.87,978,24,64,0
737,36.47,153,25,65,0
695,30.3,999,27,84,2
735,42.23,286,25,73,1
677,31.48,999,27,87,2
720,31.96,977,26,74,0
781,36.17,816,24,71,0
716,28.93,1000,27,85,2
764,31.67,821,25,78,0
755,35.09,818,25,74,0
730,37.83,819,25,74,0
715,40.53,387,26,81,1
383,67.94,43,26,75,1
760,36.36,823,25,72,0
753,35.58,815,25,74,0
776,31.48,823,25,78,0
619,51.91,63,26,76,1
749,35.68,817,25,74,0
770,33.92,815,24,76,0
534,33.65,245,28,83,1
656,33.14,998,27,89,2
786,36.75,820,24,69,0
683,31.38,999,27,85,2
752,41.35,818,23,66,0
740,36.27,823,25,74,0
743,36.17,819,25,74,0
717,30.6,977,26,78,2
758,34.8,815,25,75,0
716,44.18,815,23,63,0
523,31.33,367,26,74,1
748,35.58,823,25,75,0
742,29.62,977,26,75,0
769,33.24,817,25,75,0
314,33.12,466,25,67,1
735,29.91,977,26,76,0
741,36.46,819,25,74,0
724,30.11,976,26,77,2
763,34.6,821,24,76,0
755,37.15,823,25,72,0
712,28.54,999,27,88,2
681,47.7,55,26,76,1
781,32.06,823,25,77,0
714,45.26,97,25,74,1
757,35.48,815,25,74,0
381,67.94,44,26,75,1
758,36.95,822,25,71,0
735,37.63,818,25,73,0
689,46.43,105,26,76,1
777,32.26,818,25,76,0
300,74,32,29,67,1
720,44.05,305,29,85,1
746,29.03,977,26,76,0
704,41.64,978,25,66,0
767,39.49,816,24,67,0
729,38.81,818,25,72,0
718,44.87,100,25,74,1
754,35.39,824,25,74,0
674,47.61,105,26,75,1
693,31.67,876,27,90,2
724,29.91,977,26,78,2
401,37.67,229,25,90,1
789,36.46,821,24,70,0
754,35.87,819,24,76,0
769,33.63,822,25,74,0
689,46.73,103,26,75,1
674,47.61,105,26,75,1
716,44.18,815,23,63,0
760,33.63,822,25,76,0
630,51.32,65,26,74,1
646,33.82,1000,27,84,2
686,32.45,977,26,81,2
759,35.09,821,25,74,0
734,36.66,815,25,74,0
754,35.39,822,25,74,0
697,36.95,978,26,69,0
726,43.4,232,25,73,1
695,45.94,109,26,76,1
596,42.13,690,27,90,2
763,40.27,815,23,66,0
760,34.6,822,25,74,0
780,32.26,817,25,77,0
481,33.3,358,25,69,1
708,28.84,998,27,89,2
353,37.66,217,28,66,1
735,37.63,818,25,73,0
673,41.01,497,25,80,1
744,37.93,817,25,72,0
737,38.42,661,25,74,0
535,36.56,335,25,69,1
699,29.72,998,27,86,2
758,34.7,816,25,75,0
728,37.93,817,25,73,0
674,47.61,104,26,75,1
706,30.89,977,26,81,2
684,32.85,106,25,79,1
780,36.15,472,26,80,0
585,32.23,382,29,74,1
734,40.18,545,25,74,0
711,30.99,977,26,78,2
774,32.36,823,25,76,0
721,44.67,106,25,73,1
546,30.99,392,27,81,2
751,34.21,823,25,75,0
682,47.12,105,26,75,1
679,31.48,1000,27,84,2
677,31.57,979,27,89,2
713,34.31,977,26,71,0
520,41.32,139,25,72,1
714,45.06,50,26,75,1
752,35.19,820,25,74,0
765,33.33,817,25,76,0
715,44.38,817,23,64,0
782,33.04,817,25,75,0
378,68.23,44,26,75,1
727,42.42,314,25,74,1
632,51.12,67,26,74,1
426,41.38,313,24,89,1
771,33.53,815,25,74,0
798,43.84,92,26,80,1
662,48.58,101,26,75,1
785,39.2,814,23,64,0
677,31.38,994,27,89,2
672,32.45,1000,27,82,2
704,40.37,978,25,65,0
615,52.2,62,26,75,1
745,29.03,977,26,77,2
757,35.29,815,25,74,0
787,38.61,816,23,65,0
414,40.47,359,29,90,1
783,32.94,820,25,76,0
769,33.14,822,25,75,0
701,34.44,51,29,68,1
476,41.6,96,26,75,1
626,51.61,63,26,74,1
702,30.4,1000,27,81,2
689,46.53,103,26,75,1
666,48.29,102,26,76,1
705,36.85,978,26,70,0
680,32.26,1000,27,82,2
769,40.37,814,23,66,0
789,37.15,821,24,68,0
719,28.05,999,27,88,2
775,33.24,817,24,76,0
734,28.93,977,26,80,2
716,43.99,246,25,73,1
757,41.06,814,23,65,0
681,31.09,999,27,88,2
763,35.19,819,24,75,0
773,33.63,820,25,75,0
752,35.29,816,25,75,0
713,29.42,1000,27,83,2
728,29.91,977,26,77,2
308,37.66,118,25,70,1
789,37.15,821,24,68,0
784,37.15,815,24,70,0
510,36.7,400,28,84,1
762,35.97,820,25,73,0
630,51.32,67,26,75,1
638,50.54,75,26,75,1
738,32.94,977,26,70,0
687,31.18,1000,27,84,2
755,36.17,821,25,73,0
693,31.67,1000,26,81,2
727,31.18,977,26,74,0
632,51.22,65,26,76,1
703,29.23,998,27,88,2
616,52.1,62,26,75,1
708,30.89,977,26,79,2
713,45.36,49,26,75,1
655,33.53,1000,27,84,2
699,29.62,997,27,88,2
725,38.51,678,25,75,0
684,32.26,1000,26,81,2
642,38.63,121,25,72,1
784,36.66,820,24,70,0
673,48.19,56,26,75,1
459,31.8,333,24,85,1
353,69.79,32,29,59,1
716,35.87,978,26,68,0
766,35,822,25,74,0
637,36.36,977,26,81,2
696,29.91,998,27,87,2
297,73.7,36,27,71,1
762,41.15,816,23,64,0
757,36.85,821,25,72,0
644,34.21,968,27,89,2
642,49.85,67,26,74,1
730,33.5,146,25,81,1
701,41.37,418,24,85,0
750,32.89,239,28,86,2
789,39.3,820,23,64,0
631,51.32,66,26,74,1
773,33.92,818,25,74,0
755,36.27,824,25,73,0
761,40.57,819,23,66,0
776,32.94,817,25,75,0
744,36.85,819,25,73,0
644,34.21,968,27,89,2
669,36.26,482,25,80,0
759,36.66,823,25,72,0
777,32.45,819,25,77,0
750,32.89,239,28,86,2
706,45.55,99,25,74,1
743,38.22,647,25,74,0
657,41.18,138,26,77,1
644,50.05,85,26,76,1
640,31.24,90,27,77,1
783,31.77,819,25,77,0
770,34.31,823,25,74,0
675,48,56,26,75,1
701,35.87,978,26,70,0
789,37.34,820,24,68,0
735,38.32,823,25,72,0
658,33.53,1000,27,84,2
734,42.23,283,25,73,1
758,35.19,816,25,74,0
627,40.86,598,27,90,2
706,28.93,997,27,88,2
686,46.82,104,26,75,1
722,28.35,1000,27,84,2
705,30.79,978,26,81,2
373,34.16,285,24,75,1
751,36.36,750,25,75,0
711,42.62,978,24,64,0
707,36.02,307,29,75,1
629,51.52,63,26,74,1
488,38.41,109,24,87,1
785,39.1,819,23,66,0
637,50.73,73,26,75,1
744,29.81,977,26,74,0
736,43.01,183,25,73,1
452,31.61,244,28,69,1
752,35.78,816,25,74,0
617,52.1,62,26,75,1
696,29.81,997,27,89,2
757,36.46,821,25,73,0
696,29.81,990,27,89,2
739,40.28,261,26,84,1
674,48.19,56,26,76,1
691,30.99,1000,27,83,2
704,39.88,978,25,65,0
594,34.09,277,27,73,1
698,39,978,25,67,0
707,45.55,97,25,74,1
690,30.4,998,27,87,2
332,36.54,121,26,75,1
739,38.32,818,25,72,0
724,44.38,122,25,73,1
725,43.4,815,23,64,0
769,37.24,821,24,71,0
770,34.31,823,25,74,0
330,33.52,144,26,66,1
779,33.24,822,25,74,0
709,36.46,978,26,69,0
660,32.86,445,26,77,0
496,43.63,485,25,72,1
498,31.37,182,25,75,1
724,27.76,998,27,88,2
516,35.97,138,28,88,1
708,28.84,999,27,88,2
717,30.79,977,26,78,2
755,35.09,822,25,74,0
784,36.66,820,24,70,0
686,46.92,104,26,75,1
759,40.08,821,24,68,0
668,32.06,998,27,89,2
758,34.9,822,25,74,0
718,44.87,101,25,73,1
692,46.82,54,26,76,1
766,34.41,821,25,75,0
738,42.23,281,25,73,1
755,35.09,822,25,74,0
726,38.03,818,25,73,0
711,45.36,48,26,76,1
784,33.72,818,24,76,0
731,38.03,714,25,75,0
439,36.06,456,27,71,1
759,34.8,807,25,75,0
725,43.7,186,25,73,1
700,46.04,106,25,74,1
728,32.84,978,26,72,0
684,32.36,980,26,81,2
770,34.51,822,25,74,0
655,44.85,289,27,88,1
632,34.8,998,27,89,2
782,30.11,821,25,79,0
658,48.97,98,26,74,1
736,40.86,421,25,74,0
711,29.72,1000,27,82,2
726,39.1,817,25,72,0
781,41.85,456,25,67,0
727,42.62,305,25,74,1
429,30.62,266,24,78,1
763,36.56,823,25,72,0
684,47.12,105,26,75,1
770,33.53,817,25,76,0
676,31.95,442,29,73,2
648,49.85,66,26,76,1
718,33.04,978,26,72,0
672,48.39,56,26,75,1
705,30.21,1000,27,82,2
785,39.1,819,23,66,0
688,30.6,984,27,89,2
664,32.75,999,27,86,2
683,31.38,999,27,85,2
719,28.05,999,27,88,2
769,33.24,817,25,75,0
744,42.42,196,25,73,1
701,29.42,998,27,89,2
724,43.4,814,23,64,0
637,34.7,999,27,87,2
745,35.87,823,25,74,0
724,28.25,1000,27,84,2
324,71.95,36,28,66,1
747,35.68,823,25,74,0
770,33.63,822,25,75,0
734,41.35,383,25,74,0
781,30.3,816,25,79,0
315,36.47,183,28,74,1
658,41.84,399,28,80,1
707,36.36,978,26,68,0
772,35,819,24,75,0
716,30.69,977,26,78,2
780,32.16,819,25,76,0
685,30.99,999,27,85,2
698,38.61,978,25,67,0
603,52.98,67,26,76,1
651,33.53,998,27,87,2
726,31.45,207,24,73,0
728,31.18,977,26,74,0
688,30.6,999,27,87,2
723,44.48,118,25,73,1
778,33.04,817,25,75,0
633,35.19,999,27,86,2
618,52.1,66,26,75,1
783,33.24,815,25,75,0
605,52.88,61,26,75,1
686,46.24,55,25,69,1
773,33.63,820,25,75,0
783,33.24,815,25,75,0
770,39.48,50,26,70,1
606,31.4,466,26,67,0
711,36.07,978,26,69,0
702,30.89,106,29,88,2
736,44.8,187,24,80,1
461,31.86,124,28,68,1
632,51.12,67,26,74,1
673,48.19,56,26,75,1
758,37.15,822,25,72,0
667,48.09,104,26,76,1
686,46.82,103,26,74,1
743,37.93,822,25,72,0
645,33.82,998,27,89,2
764,34.6,822,25,74,0
703,45.85,103,25,75,1
783,35.58,816,24,71,0
331,71.16,39,29,73,1
694,45.65,108,26,78,1
764,33.24,822,25,76,0
760,31.87,820,25,78,0
652,34.02,1000,27,84,2
759,35.97,824,25,73,0
707,29.62,1000,27,84,2
785,36.07,821,24,71,0
760,40.66,818,23,65,0
602,34.06,309,28,78,1
464,40.1,127,24,82,1
770,34.21,818,25,74,0
777,33.04,822,25,74,0
462,37.76,69,29,85,1
704,39.88,978,25,65,0
703,29.13,997,27,89,2
678,31.38,999,27,87,2
658,32.94,998,27,87,2
779,32.26,817,25,75,0
761,39.98,815,24,68,0
791,37.06,278,28,71,1
660,30.68,389,28,71,1
773,38.71,819,24,68,0
361,39.68,425,24,74,1
630,51.32,65,26,75,1
764,33.72,816,25,75,0
768,34.83,459,24,86,0
756,34.12,819,25,75,0
300,74,32,29,67,1
725,44.38,122,25,73,1
712,28.64,999,27,88,2
712,28.54,999,27,88,2
668,31.96,998,27,89,2
755,34.7,821,25,76,0
757,34.8,822,25,75,0
757,34.8,817,25,75,0
635,50.93,70,26,74,1
758,35,822,25,74,0
724,39.59,821,25,71,0
719,32.58,211,24,79,0
677,31.57,978,27,89,2
610,52.3,67,26,77,1
771,35.98,42,29,77,1
719,44.87,102,25,73,1
605,52.88,67,26,76,1
411,35.15,304,27,74,1
573,44.48,493,25,68,1
705,29.91,1000,27,84,2
366,35.8,310,24,77,1
702,45.16,819,23,64,0
724,38.32,822,25,73,0
668,32.06,998,27,89,2
761,35,822,24,76,0
685,35.73,347,24,67,0
661,32.55,998,27,89,2
702,45.16,813,23,63,0
716,44.97,99,25,74,1
706,30.11,1000,27,82,2
775,32.45,823,25,76,0
781,30.3,816,25,79,0
761,34.7,801,25,75,0
490,44.03,102,28,82,1
737,42.13,290,25,73,1
666,48.09,103,26,76,1
725,35.86,116,26,78,1
700,44.97,978,24,63,0
649,34.6,1000,27,82,2
536,44.13,272,25,66,1
782,33.33,822,25,75,0
771,40.96,55,24,86,1
759,35.29,822,25,74,0
757,35,812,25,74,0
763,33.43,818,25,75,0
769,33.21,56,25,83,1
514,35.12,176,26,75,1
738,36.56,813,25,74,0
626,30.09,346,28,85,2
334,42.13,89,27,69,1
698,29.81,998,27,86,2
760,35,819,25,74,0
672,32.16,999,27,85,2
764,35,815,25,74,0
570,43.96,257,24,65,1
758,34.02,824,25,75,0
702,45.75,106,25,76,1
698,31.96,977,26,79,2
721,32.94,978,26,72,0
653,40.8,396,29,79,1
677,31.57,978,27,89,2
744,26.3,999,27,85,2
752,35.09,819,25,74,0
604,39.88,794,27,90,2
739,29.81,977,26,76,0
783,33.77,69,27,77,1
759,35.09,823,25,74,0
339,70.77,39,30,67,1
778,33.53,815,25,75,0
561,34.85,125,25,79,1
750,35.39,817,25,75,0
744,29.23,977,26,76,0
764,39,815,24,68,0
663,32.26,996,27,89,2
651,35.48,844,27,90,2
605,52.79,67,26,77,1
746,31.96,978,26,71,0
597,42.13,674,27,90,2
698,29.72,987,27,89,2
660,33.14,1000,27,84,2
780,30.99,815,25,79,0
710,31.09,977,26,79,2
353,33.15,92,28,68,1
710,28.84,998,27,87,2
727,43.3,813,23,64,0
376,35.45,398,24,69,1
554,35.85,82,24,87,1
702,43.21,978,25,65,0
674,31.67,999,27,87,2
775,32.75,821,25,75,0
789,38.61,817,24,66,0
759,37.05,824,25,71,0
713,28.54,999,27,88,2
723,44.34,389,29,70,1
699,39.59,978,25,67,0
756,35.48,764,25,75,0
777,33.14,815,24,76,0
684,32.85,106,25,79,1
663,33.43,929,27,89,2
546,33.28,52,24,78,1
726,43.21,814,23,64,0
708,34.6,978,26,70,0
784,37.34,815,24,69,0
758,34.02,816,25,75,0
679,31.28,998,27,87,2
751,37.83,822,25,71,0
782,32.84,823,25,76,0
690,46.43,104,26,75,1
783,39.42,440,29,90,2
514,36.52,490,26,66,1
712,45.45,49,26,75,1
568,42.42,812,27,90,2
759,33.72,819,25,76,0
757,35.58,815,25,74,0
748,35.78,816,25,74,0
781,32.16,818,25,77,0
647,49.66,89,26,76,1
606,52.79,67,26,77,1
628,51.32,64,26,75,1
721,40.76,557,25,74,0
717,33.92,978,26,71,0
685,35.73,347,24,67,0
703,45.26,817,23,64,0
670,32.26,999,27,85,2
631,37.93,787,27,90,2
782,35.97,820,24,71,0
706,29.03,998,27,89,2
760,36.36,823,25,72,0
784,35.87,820,24,71,0
665,32.45,999,27,87,2
729,42.72,820,23,65,0
709,37.05,978,26,70,0
750,36.36,751,25,75,0
383,67.84,43,26,74,1
696,39.1,978,25,66,0
644,50.15,68,26,76,1
677,32.36,1000,27,82,2
633,41.28,491,26,83,1
557,39.24,454,28,80,1
704,39.78,978,25,65,0
432,31.27,99,27,66,1
324,30.92,442,28,71,1
446,34.26,375,27,69,1
773,34.02,821,24,76,0
751,36.27,749,25,75,0
766,34.6,822,25,74,0
665,32.26,998,27,87,2
434,42.34,332,28,68,1
677,31.77,999,27,85,2
499,38.39,92,27,70,1
758,35.09,812,25,74,0
736,38.91,824,25,71,0
758,34.7,820,25,75,0
771,34.41,818,25,74,0
765,40.47,820,23,65,0
681,32.65,977,26,81,2
657,49.17,60,26,76,1
760,35,817,25,74,0
746,31.96,978,26,71,0
638,50.64,73,26,74,1
780,32.94,821,25,76,0
696,45.85,109,26,76,1
750,41.84,209,25,73,1
712,45.26,97,25,74,1
570,43.79,717,27,90,2
782,33.24,816,25,75,0
639,34.8,999,27,86,2
450,35.29,350,26,84,1
717,44.87,99,25,73,1
709,45.45,96,25,74,1
680,47.61,55,26,76,1
677,31.28,998,27,89,2
733,38.71,817,25,72,0
704,30.6,998,26,81,2
661,34.41,977,26,80,2
782,33.04,815,25,75,0
755,36.75,818,25,73,0
742,26.39,999,27,85,2
783,31.67,824,25,77,0
675,31.48,999,27,88,2
711,28.64,998,27,89,2
735,43.01,185,25,73,1
788,36.46,815,24,70,0
730,37.19,403,25,84,0
661,32.84,999,27,85,2
724,44.09,136,25,74,1
635,50.83,65,26,76,1
761,33.72,823,25,75,0
672,32.16,999,27,85,2
757,35.29,824,25,74,0
767,35,817,25,74,0
570,43.79,717,27,90,2
674,31.48,998,27,89,2
698,36.85,978,26,69,0
666,33.24,1000,27,82,2
783,35.58,816,24,71,0
625,38.79,90,28,77,1
774,33.92,815,25,74,0
577,34.45,183,28,82,1
709,28.84,999,27,88,2
506,38.66,352,25,75,1
302,31.53,164,25,80,1
735,37.44,820,25,74,0
745,37.93,818,25,72,0
464,40.1,127,24,82,1
777,32.45,820,25,75,0
668,32.06,998,27,89,2
606,52.79,67,26,77,1
331,71.16,39,29,73,1
780,36.95,816,24,69,0
748,36.46,738,25,75,0
786,42.55,104,26,74,1
750,37.15,820,25,72,0
701,45.75,106,25,75,1
783,39.42,440,29,90,2
726,38.22,695,25,75,0
735,36.95,821,25,75,0
776,34.02,817,25,74,0
644,34.21,968,27,89,2
691,46.04,108,26,77,1
753,41.25,817,23,66,0
787,38.71,814,23,66,0
695,39.39,978,25,66,0
575,42.7,364,24,80,1
763,36.66,824,25,72,0
778,33.33,816,25,74,0
738,37.83,817,25,72,0
787,37.24,816,24,68,0
690,30.4,998,27,87,2
707,45.45,96,25,74,1
680,47.61,55,26,77,1
694,29.91,998,27,89,2
651,33.63,975,27,89,2
727,43.3,813,23,64,0
605,52.88,61,26,75,1
703,29.23,998,27,88,2
650,33.33,998,27,89,2
750,35.48,820,25,75,0
769,33.72,817,25,74,0
696,30.01,998,27,87,2
731,37.93,823,25,74,0
643,49.76,66,26,75,1
785,39.3,819,23,64,0
634,43.7,364,27,66,1
754,35.19,821,25,75,0
683,47.41,54,26,76,1
718,44.87,101,25,74,1
662,32.45,998,27,89,2
409,33.47,310,29,81,1
743,37.93,822,25,72,0
705,29.13,999,27,89,2
668,32.16,998,27,86,2
763,34.7,822,25,74,0
606,52.59,67,26,77,1
763,35,819,24,76,0
724,34.02,978,26,69,0
733,38.61,653,25,74,0
570,36.46,245,26,73,1
741,36.27,820,25,74,0
695,31.77,977,26,80,2
690,47.12,54,26,76,1
759,37.05,822,25,72,0
706,29.81,1000,27,84,2
688,30.6,998,27,87,2
375,33.9,438,26,77,1
752,36.46,820,25,73,0
383,67.94,43,26,75,1
726,43.6,814,23,63,0
717,43.89,238,25,73,1
637,34.7,999,27,87,2
719,44.87,103,25,73,1
753,41.64,206,25,73,1
713,28.93,999,27,84,2
710,45.45,96,25,74,1
